sample_id,Albany_sampleID,unknown RT 4.081766,unknown RT 4.148561,unknown RT 5.261918,unknown RT 5.349937,unknown RT 5.462593,"1,2-Propanediol, 2TMS derivative RT5.872253","Propanoic acid, 2-(methoxyimino)- RT6.55182",unknown RT 7.034156,unknown RT 7.600111,"2-Hydroxybutyric acid, 2TMS derivative RT7.639387",unknown RT 7.826556,Methylphenol RT8.024749,L-Leucine RT8.057321,"3-Hydroxybutyric acid, 2TMS derivative RT8.103591",C4H9NO2 RT8.262165_2-Aminobutyric acid 2TMS,3-hydroxyisovaleric acid 2TMS RT8.767878,2-Ketoisocaproic acid mo-tms RT8.802217,"L-Valine, 2TMS derivative RT8.840117",unknown RT 9.376246,"L-Serine, 2TMS derivative RT9.393601",unknown RT 9.514184,Phosphoric acid RT9.570223,"Glycerol, 3TMS derivative RT9.590666","L-Isoleucine, 2TMS derivative RT9.853387","L-Proline, 2TMS derivative RT9.926992","Glycine, 3TMS derivative RT10.031162","2,3-Dihydroxybutanoic acid, tris(trimethylsilyl)- RT10.455827",unknown RT 10.88902,"L-Threonine, 3TMS derivative RT10.986218",Sugar RT11.180625,unknown RT 11.284935,unknown RT 11.546791,unknown RT 11.638228,unknown RT 11.786329,"Aspartic acid, 3TMS derivative RT11.991212",unknown RT 12.201671,unknown RT 12.281912,Sugar RT12.311732,Sugar RT12.405521,Salicylic acid,"L-Methionine, 2TMS derivative RT12.546672",L-Pyroglutamic acid RT12.572016,Iminodiacetic acid RT12.666785,unknown RT 12.819965,unknown RT 12.857088,"Creatinine, 3TMS Derivative RT12.941566","L-Threonic acid, tris(trimethylsilyl) ether, trimethylsilyl ester RT12.967171",unknown RT 13.237562,unknown RT 13.449509,"L-Glutamic acid, 3TMS derivative RT13.628483","Phenylalanine, 2TMS derivative RT13.727813","Hydroxybenzeneacetic acid, 2TMS derivative RT13.857543",unknown RT 14.104802,unknown RT 14.193323,unknown RT 14.212299,unknown RT 14.46665,Sugar RT14.499155,"Indol-5-ol, 2TMS derivative RT14.572634",unknown RT 14.608491,Sugar RT14.65062,"Quinolinic acid, bis(trimethylsilyl) ester RT14.717184",Sugar RT14.882448,"L-Glutamine, 3TMS derivative RT15.188844","Phosphorylethanolamine, 4TMS derivative RT15.271004",Sugar RT15.498817,"Hypoxanthine, 2TMS RT15.51998 ",unknown RT 15.67915,Sugar RT15.948677,unknown RT 15.972121,unknown RT 16.00869,Sugar RT16.115755,Sugar RT16.206201,Sugar RT16.252331,Sugar RT16.3187,unknown RT 16.414903,unknown RT 16.503116,Sugar RT16.542108,"L-Lysine, N2,N6,N6-tris(trimethylsilyl)-, trimethylsilyl ester RT16.60669",Sugar RT16.657726,unknown RT 16.698449,unknown RT 16.720675,"Tyrosine, 3TMS derivative RT16.755616",unknown RT 16.881142,Sugar RT16.902669,unknown RT 16.995233,Sugar RT17.084061,unknown RT 17.119627,unknown RT 17.204747,Sugar acid RT17.285215,Sugar RT17.51909,"Palmitic Acid, TMS derivative RT17.715581",Sugar RT17.885434,unknown RT 17.919809,unknown RT 17.941004,unknown RT 18.033807,Inositol RT18.082993,"Naproxen, TMS derivative RT18.090047",Uric acid RT18.13225,unknown RT 18.410997,unknown RT 18.478476,unknown RT 18.560954,L-Kynurenine RT18.688449,unknown RT 18.973435,"Tryptophan, 3TMS derivative RT19.033344",unknown RT 19.156262,Sugar RT19.222404,"Stearic acid, TMS derivative RT19.342316",Pseudo uridine penta-tms RT19.994184,Sugar RT22.861927,Cholesterol derivative RT25.501888,Sugar RT28.077994,Xylonic Acid Total,Gluconic Acid,Mevalonic acid,Glyceric Acid,Butyric Acid,"2,3-dihydroxyisovaleric Acid",2-hydroxy-3-methylbutryic acid,Pyruvic and Oxaloacetic Acids,Glucosamine 1P,Galactose 1P,Glycerol 3P,Glucose 1P and Mannose 1P,Succinic Acid Total,Malic Acid,Cyclic AMP,Citraconic and Itaconic Acids,Glucose 6P,Erythrose 4P,Fructose 6P,Mannose 6P,Fumaric Acid,Sedoheptulose 7P,AMP Total,6P Gluconic Acid,3-Deoxy-2-keto-6P-gluconic Acid,2P Glyceric and 3P Glyceric Acids,2-methylcitric Acid,Citric Acid,Isocitric Acid,Cis-Aconitic Acid,Phosphoenolpyruvic Acid,Trans-Aconitic Acid,ADP Total,"Fructose 1,6-bisP",GMP Total,"2,3-diP-glyceric Acid Total",ATP Total,GDP Total,GTP Total
50,C50,21.83156368,22.23867532,23.43145405,26.68438839,19.14098585,22.61862626,22.19825957,21.28763375,19.77536328,23.23707693,26.3384159,19.24179502,19.71196432,22.07728559,22.51527116,20.12194519,17.86477131,26.02325901,21.22790142,21.23525196,21.54664757,28.01192488,22.2000786,24.37896469,23.64290149,26.19900723,17.48296299,14.85791102,22.93829192,18.93407336,15.76392011,15.05990083,19.12855806,20.49073436,22.15974747,19.97788738,21.00793226,18.42275369,20.98203638,13.57843628,22.04878128,23.75676498,20.76139397,13.80398935,21.70838288,19.83296127,17.09091251,22.75506453,21.12311538,22.39147945,24.09573613,14.59769353,16.64892911,15.43929679,19.16842178,19.31980715,19.84799592,15.88717013,19.34576913,20.03639904,17.88343877,21.36065606,23.4954032,12.9166976,21.31228442,18.94014923,14.33950223,21.10050794,22.89318069,16.82163382,21.35237556,21.16230584,21.83317124,29.00677424,20.10897258,21.73932901,26.95913663,22.98097448,21.04281206,22.10455075,19.81720774,23.2881982,16.39914792,22.79407523,17.75247226,29.80022287,17.03606581,20.46236333,21.55960832,24.91274185,21.99928338,19.80174229,19.57705059,15.45619332,15.81436191,25.23803778,17.69648855,22.02779312,17.86718605,19.01010446,19.50630165,18.55558479,18.20694837,20.25847228,15.58823544,19.58606827,20.09875417,20.13519158,14.06801012,18.40961742,14.47168998,17.60964047,20.69710332,13.68825031,17.79233277,22.70977715,12.01889562,20.53563989,18.25580313,12.47927503,8.242427042,15.48934624,12.08015131,21.84613309,20.8499548,14.48305998,13.96578428,15.08679969,10.86882255,13.48934624,13.02928723,15.13570929,12.00140819,16.13169622,11.61194694,9.030667136,16.31451244,17.44151772,23.26785196,19.917069,15.94535238,13.09176594,13.67727919,16.82376528,12.45891921,14.78851443,14.13570929,14.52037314,14.67176219,12.17367714
51,C51,20.23010323,22.25477992,24.12023608,27.64940676,18.1909274,22.33649228,22.29707165,22.21338763,19.80464844,22.41733058,26.58481568,24.12087621,19.19386917,22.52146427,21.40418711,19.0597748,18.05720056,25.02791809,20.73029235,20.75170762,20.7226725,29.85355558,23.432879,22.36450105,21.63328155,24.51835606,18.06959329,9.289851535,20.74688967,20.44035941,17.86911775,18.18890464,18.60990352,20.98044824,19.94771625,18.51269243,18.76478577,21.15625514,23.32744421,13.91525047,20.0306593,23.76882514,20.77955677,18.304248,19.87303399,21.3146528,21.5454426,20.19547029,19.12453617,22.68537835,22.37582129,17.94710385,19.89619623,14.98528937,16.88322604,19.05034383,19.07123567,22.84316675,16.68682422,22.72545329,19.06587711,20.87969147,22.30080173,18.97274215,22.84596222,18.51404042,13.72340941,20.23287013,21.88296165,19.44718886,24.82810083,24.37859832,23.91848607,29.14235127,19.16012771,20.89237732,27.5390823,21.90131675,21.96950904,22.77866856,21.32772629,21.75665647,15.48706989,24.51933046,20.17336508,29.96246807,19.02464874,20.88451483,22.11412826,25.53394461,22.60135732,19.70113063,18.00445497,15.35430614,15.37585472,28.3689302,13.37180288,24.43806996,18.09854815,18.05475102,19.8978115,17.90648734,18.46803705,19.76210843,15.69331678,13.75250389,20.60531077,22.02919407,19.68408169,18.00775388,19.34106912,20.6800298,20.99507151,14.92462696,18.22317213,21.17035543,14.2137118,19.27866724,18.40872778,12.64835758,14.25856603,17.72733552,15.13570929,20.65403459,19.76182389,14.58049413,14.68825031,16.03187348,9.286513401,15.48305998,15.62113611,14.7679775,15.68277518,18.29221377,14.2137118,6.131342539,19.1027754,18.03187348,24.08537391,21.18857919,17.5731146,15.5980525,16.49404303,19.9881521,10.72280753,16.666224,15.80624752,18.53943147,17.19460298,14.39204904
52,C52,21.3276497,21.62525564,23.09914233,26.99652427,13.70055532,22.34171661,21.43040078,21.92865815,19.00901137,23.10412954,26.12448296,18.22141192,20.09677726,24.7538523,21.98196566,19.34538841,18.36612231,25.53732522,20.43552762,21.03199628,20.91882957,28.8706845,22.13803393,23.21589504,20.69678728,23.92794308,17.08376044,14.92432658,20.24522701,18.84693391,17.00169791,18.52631589,19.13120977,20.60062266,19.78160207,17.88848105,19.80441429,18.6495446,21.61993465,14.04920765,19.09496698,23.46866085,20.76035,16.81074315,20.37339929,18.75920917,18.11907595,20.19427648,19.68937358,22.14496219,23.29573718,15.4771264,17.19170462,15.17787473,16.91167494,18.15590107,17.53828056,15.78878034,16.66625072,20.22443587,16.96400882,19.081776,20.9051843,17.46203456,22.83177832,17.04940105,13.44678268,21.38434227,21.00438665,12.49005501,18.67131779,14.18767132,23.59717024,28.61575356,19.28183722,20.92879337,26.76635162,21.40524942,19.46912528,19.00666261,13.41898406,21.88093616,15.3116076,22.68454016,17.61649211,29.42434924,17.07543936,20.11521746,18.93270758,24.27141065,21.70342015,18.70047144,17.43106791,15.43770596,16.18072439,25.83785532,13.4668485,23.40104933,17.8463827,18.29811991,19.59971471,17.68858073,18.53168194,20.01773976,18.79198332,13.56515046,19.80992306,19.90073539,19.25656637,17.41123908,17.554571,18.34516265,19.74386141,14.33734315,18.03724665,21.46762147,12.45635442,21.0950673,18.30117464,14.04473563,14.28048081,18.79550702,14.19844504,20.9881521,20.18253014,14.22128502,14.19075065,15.6800298,11.07012094,14.45763738,15.11146174,15.11146174,14.64385619,17.03187348,13.39874369,9.269126679,17.4169954,16.69370474,24.10149357,20.9530483,17.08472536,13.98370619,14.63254088,18.70387654,9.060695932,15.1713332,15.65508345,16.87267488,15.92462696,12.65284497
53,C53,21.94187811,21.58005375,23.69024495,25.33658903,20.13842651,22.66163911,21.97387345,22.09718673,17.38454743,21.25717031,25.8039128,18.79511595,19.34999513,21.01067834,20.85091426,17.09460345,17.58343705,25.48245527,22.83975766,20.93797145,20.77808489,28.05045293,20.53401032,23.33894784,22.87147062,24.56648526,17.64290763,13.71668109,22.73772877,19.02527786,14.91072596,15.99578011,19.07098967,20.5908054,20.16701262,19.62159277,18.13533276,17.20911604,23.58850494,14.11689928,20.92803737,23.06426598,21.88320607,12.68237383,19.10882243,17.78411833,17.62669308,20.50684606,18.5480759,23.01276919,22.68175432,13.35027945,14.83806838,13.78584602,16.76526653,19.53172121,14.5599058,15.48739476,17.60939786,18.39687335,14.15823633,17.20428383,22.85415683,12.85364076,23.40357997,17.94792443,15.64576781,22.92315624,22.55800762,14.09238526,22.12221192,21.82855991,21.03758906,30.32851222,19.00917801,20.7847166,25.83807736,22.3446147,22.46509967,14.87461225,19.38180632,22.04824082,16.60882689,21.8961659,14.23108228,30.98181381,18.40355795,19.7563929,15.68819377,23.47573976,21.0623079,18.39105541,16.60825273,15.79402923,16.07204938,22.01765261,17.30648719,22.06034047,18.81250795,18.92457678,20.64950052,15.58683817,18.54909797,20.91481108,15.48217079,19.58286288,19.28307914,18.03625838,12.54537714,16.23065163,12.5885357,17.34082372,17.6311202,13.63254088,18.44151772,22.94413724,13.22430321,19.94592386,19.96013772,11.76901132,13.05154884,17.55824132,12.88607758,21.93156857,19.94592386,13.96578428,14.32333629,14.43175875,10.51175265,13.76279726,14.04473563,14.82376528,12.41996018,15.95219522,10.39874369,10.48179943,17.43338983,15.31274117,25.96057966,22.16422933,17.72067179,13.87267488,14.91531922,17.20418902,10.37721053,14.41204051,18.64526438,15.8917837,14.52037314,11.79766153
55,C55,20.56651834,22.10820954,24.63894878,27.47859829,16.79847475,21.49157094,21.88476323,21.34739233,20.11574621,22.6167452,24.46671728,21.25847565,19.13103068,20.02385582,22.10771892,18.58382599,15.68971427,24.4357958,20.83045246,21.55243636,20.65617062,30.69023526,23.62286898,20.85734199,19.45132316,24.90359899,17.53092982,15.23883322,19.65193312,20.94308161,18.63749982,18.47928368,18.183644,20.31862212,20.7238601,19.13152982,18.52366431,20.86964344,23.33166483,19.46899683,20.67815228,23.96095395,21.43696209,17.39474316,19.42737427,22.94280793,21.50796884,21.80033385,18.6927951,20.81095667,22.46319318,18.50520141,19.85974133,14.62295848,17.26325846,18.7447985,19.53351226,20.33308673,17.92096027,22.40202281,19.63399634,21.09519459,22.40485168,17.52935084,24.65864248,18.58227399,13.60313974,23.9190348,22.17349871,20.88336071,20.89204204,20.45332357,22.83655434,31.09917654,19.15766214,20.63502347,26.86879345,21.22434205,24.153413,21.88195108,20.20690902,21.20577999,15.13505536,22.66757438,20.87603637,31.66284052,15.28534646,21.08930571,25.23404079,25.07400885,20.06987002,20.44383389,18.50424688,14.76446004,12.94419972,28.94380265,14.25522789,25.01279806,17.75460719,12.94662909,20.71115011,18.33478105,17.52702305,18.42074706,15.547111,21.3567047,17.32678238,22.31694918,18.56225,14.3677,12.58705121,20.73065588,23.45513053,14.72600523,17.58049413,22.4221387,12.80574387,19.44960006,18.47753694,14.50183718,14.26590801,17.49716575,15.07012094,20.1580771,18.54698487,13.9199806,14.15955603,15.99036992,11.22881869,15.46722343,15.42849104,13.30206767,13.4767462,15.28048081,11.97297979,6.044394119,15.89415461,18.08472536,23.3778248,20.83460684,17.12565562,13.99258434,15.05748412,16.17523765,8.079706772,13.26590801,14.29490788,14.66066448,13.83368075,10.52160044
56,C56,22.00137809,21.54302175,23.32534485,24.88905845,19.10884387,22.28379176,23.21799959,22.3626424,13.99124553,21.58679001,26.32603694,19.72144395,17.98789004,25.92532154,21.19859574,15.47691716,17.73311099,24.72681651,21.6225729,20.3139529,20.98399251,27.82102714,22.86653756,22.80438443,22.40467786,24.43929862,16.86803713,13.55200026,22.55748643,17.56200647,15.24158104,15.62477774,17.83113041,20.33131674,19.33257556,19.42276712,17.54347052,15.69535667,19.23160261,14.19327165,19.78965454,23.21408549,20.86349704,12.80401045,18.57468873,17.01077377,17.89159903,19.23473041,18.04146497,22.2224025,22.04917992,13.58267002,14.44277429,14.54508742,16.75169196,19.26257672,17.51640155,15.67648129,17.03662546,17.91059651,13.97049555,16.77257038,22.57301821,17.53652673,20.98523293,18.67613007,14.29020104,22.36687315,21.74734847,13.93843942,21.30521534,21.10754634,22.5792718,26.44684868,19.96963524,21.8279757,25.84496498,22.00915464,16.25054448,16.02679573,18.69855556,18.12437195,16.83415683,21.65226613,14.15958992,27.34292942,16.9036346,18.92432699,16.08591752,23.48263159,21.41461029,12.08722688,16.85865929,14.86383104,15.19859585,22.21549183,17.5071233,21.78202672,15.46086431,18.92536471,20.0338178,15.50309424,18.39495169,18.24173272,15.40402593,14.12275307,19.45132456,17.04042309,12.50100018,16.43472029,16.59494271,15.30919211,15.41534566,12.53138146,17.2511865,22.66275181,10.51175265,17.27866724,18.55074679,10.04984855,8.050845142,13.85330956,13.17211493,20.27639707,19.03187348,12.17990909,13.30206767,13.85330956,9.501837185,11.80170836,12.23182118,14.20609861,12.65508345,17.05324713,11.36632221,7.044394119,16.26956503,11.91438513,23.90426122,20.31008019,16.25488099,12.36632221,12.64385619,17.75368684,9.169925001,14.27321281,13.28771238,15.14768193,14.85817531,11.40407714
57,C57,22.1291523,21.93086378,23.35364836,25.55679425,18.94602738,22.17941186,22.44403898,22.48100359,18.31523937,21.0598969,26.27106047,20.4581315,19.25847817,19.44730842,22.20246303,16.72036515,18.74933862,25.40503968,20.79670259,21.51772283,21.26701733,28.73020729,20.84891536,23.07410874,21.06356351,26.13463919,15.79569622,14.01638689,22.47147698,17.63273552,15.63408359,15.77032443,19.79356429,20.83506301,21.18646207,19.44034767,18.76628855,15.99024843,19.24751127,13.79057243,21.00064018,23.64869396,21.40258697,12.49326825,19.92248081,17.1663963,18.97137459,21.51269238,18.98112232,22.18553674,22.70368683,13.5147071,14.85540007,14.04689393,18.18138161,20.14439487,15.70463385,16.52215107,18.34586301,18.15185089,13.73557886,13.7206,23.68865341,18.22731594,20.59753286,17.81519256,14.21126149,23.82287045,22.39253031,15.27055726,22.56186156,22.05732434,22.02823272,27.37332446,19.80475511,21.59945613,26.39358513,23.2419431,18.95416044,16.02202645,17.4325643,22.87672935,16.81112988,22.26341617,14.70271129,28.19548195,15.37470002,19.40838297,15.60687622,24.26081479,21.60714893,11.95691111,18.32535029,15.88062186,15.53377273,22.43291753,17.77247612,21.86145778,17.74962628,18.71825862,20.12445259,15.61980549,18.89659187,20.80315643,15.50662586,19.59870447,19.66599005,15.86222818,11.95198684,16.19189176,16.6701101,16.69370474,16.76020015,12.31344994,17.6311202,17.99920729,12.36905201,17.88464752,17.78596325,11.09671515,12.33315535,14.91064273,12.95492329,18.82065267,18.60602922,12.30777003,14.87267488,13.5980525,9.147204925,12.08347933,12.19537221,13.57459353,12.03273453,15.86785786,12.43306377,9.233619677,17.19460298,14.87267488,22.91342122,18.32772806,14.183015,12.25856603,11.94763694,17.82997043,9.82336724,14.07848442,14.60964047,16.12161446,15.16349244,12.20151134
58,C58,21.51682572,21.62869934,23.86884542,26.89083251,13.77094771,21.78077247,22.77893058,21.7853869,19.20716058,21.4709096,26.86232235,22.41598974,19.91555377,23.61053452,21.85360794,18.75037208,18.15532896,25.54537448,19.37484514,21.83452101,20.99518084,28.92949961,21.29708155,22.94050191,22.15061218,26.22847401,17.8101009,15.14118779,21.35389617,20.20269908,17.87664365,18.6989264,19.13358976,20.66640189,19.10369021,19.43682331,16.3027263,21.34641477,22.83022941,22.44812211,20.4092416,24.72421367,21.48618669,18.00121612,17.28583756,20.25482469,20.18404645,20.25387669,16.93204109,23.24922374,22.85584741,19.3988101,19.59254558,15.14906885,14.59396818,19.66040347,19.3813002,22.88922071,13.57491097,22.50387171,18.15731892,21.55697347,22.55473931,17.6709517,20.21991289,18.77790382,14.08790639,22.01922118,22.71124785,19.49747652,24.34510745,23.87708152,24.43966532,26.17782918,20.2811444,21.9635593,27.81713605,22.70840362,22.07787234,21.97609802,20.04210884,22.47576221,16.29622555,24.0635185,19.67849161,27.10743304,22.69854004,20.76677636,21.20552249,25.43196077,22.02696049,12.24687218,13.72150358,14.84592516,14.91881045,26.4845584,18.4156093,23.30287489,17.96909313,17.97219109,20.67261466,18.36877055,18.06251726,20.07847724,15.65031138,13.69799075,20.21074299,21.54060033,19.35349204,16.53010579,17.79804974,20.83460684,21.55449892,14.91064273,17.74057134,17.81753333,14.28048081,17.82376528,18.5731146,13.8917837,13.5863707,16.4252159,13.80372753,20.55449892,20.60964047,13.92925841,15.16349244,14.666224,11.02928723,14.17523765,13.90124403,15.29849222,12.89368074,16.5219071,13.4767462,8.459431619,17.72733552,17.32333629,23.96719248,21.1580771,17.2511865,14.34429591,16.16152558,18.32772806,10.96578428,15.91298287,15.63820963,17.1155314,15.836149,13.21977355
59,C59,22.42818641,22.04205537,24.91418472,24.49331666,20.63012232,22.98078607,20.06696425,22.7182894,16.14738392,19.36968083,24.9366102,15.20319638,18.89445584,21.92592424,20.65842972,15.01833881,16.2224784,24.39041955,24.2740681,22.01228076,21.04661394,27.26302368,21.24371732,20.33056397,18.49331447,25.18909749,12.39819422,11.38370023,19.77012144,16.45999639,15.9837954,14.47511455,18.86630159,20.94167243,16.47069858,18.17466522,13.76079958,16.01127837,19.01691472,12.55381451,17.0389512,23.10293506,24.23108389,12.53431949,12.54325295,14.35811654,13.12300712,17.89716011,11.4285386,20.78821558,20.69587515,12.7126,11.92638891,13.88768324,12.71139916,19.26303611,12.31568915,14.53757835,12.70805252,17.64607863,12.65288279,17.16037774,20.55179338,12.71784872,22.83905962,18.70376668,21.05334308,23.93800209,21.54129253,14.27630802,16.80647941,11.22354214,20.30416847,28.74618014,18.12657404,19.92960431,24.44471713,20.34139313,17.28913084,15.12104162,12.4107225,20.72116632,15.25358135,21.20393091,14.4980004,29.86090357,12.25015602,18.11002751,15.13934501,20.28040282,20.03801302,12.09318375,12.32154306,14.32119284,12.43102104,21.68309698,12.68140545,20.93072695,20.48434005,18.61416119,23.96972079,13.5055,15.80474256,19.37520167,15.95402711,14.41457345,17.07974099,17.69157098,14.32801686,16.15567318,14.60697699,14.97477307,15.53563989,12.37177664,15.22881869,20.3321065,12.32192809,16.9199806,16.5049431,9.980139578,11.45635442,14.70455212,13.57459353,19.55449892,18.0899056,12.03960452,12.99258434,14.28771238,9.523561956,12.12605912,13.04814625,12.67727919,12.04644195,16.73396861,9.949826711,7.434628228,15.43501908,12.72280753,23.39100019,7.519002871,14.76279726,12.01889562,12.26150731,19.1580771,11.77313921,15.09918341,19.9881521,16.78596325,15.24376903,11.70130646
60,C60,20.47780323,21.9857038,23.11211256,26.27974494,22.83457482,21.85577656,22.66075832,22.12638005,17.86210376,20.91745586,26.10667505,16.96364553,19.42528013,19.27392506,21.65525089,17.68888696,18.19163401,25.2249522,20.53708398,21.06904949,20.67554441,29.74804201,21.83792984,23.53036467,22.38255945,25.48657002,17.49317636,14.08554286,21.91553082,18.58153381,17.30641001,17.00279755,18.5214077,20.37761131,20.6726623,19.4707488,18.66860802,19.40145966,20.94644361,11.40453942,20.53895371,23.6598172,21.28918986,14.30135643,19.89446783,18.24063668,18.68370392,20.8236363,18.74918375,23.16258037,22.43462411,13.28587927,15.77376628,15.05694978,17.14272782,19.82429418,17.91092113,15.28144201,17.77881803,19.99774973,16.19973392,17.63181322,23.02080599,18.72342897,21.24535721,18.3754328,14.05858058,24.29713086,22.58095297,16.03964363,19.1259075,18.77306041,22.38447517,27.84997665,19.35613365,20.99440367,25.82887812,22.49481242,18.95211667,18.019604,18.56013718,22.14285735,15.859744,22.41080618,16.436746,28.62705398,17.70143181,19.4838178,17.48714759,23.14001864,21.78588846,18.60537655,17.29554262,14.91439688,14.56413576,24.13758674,12.83485411,24.48773559,17.76091883,18.05854859,20.6649718,17.45531156,18.03789434,21.21908927,15.50543666,17.07600899,20.2926031,19.38354977,18.05503171,17.19195255,17.86871406,17.10533564,17.35810171,12.63934071,16.81127434,20.99507151,12.14847658,18.20418902,17.9881521,10.39874369,13.16427844,16.39874369,14.30919211,20.14569337,19.33864934,13.67727919,13.90124403,14.8917837,6.894862531,13.75238065,13.4252159,14.35810171,13.50183718,17.13570929,11.99788513,8.17990909,17.5951409,15.94763694,23.49228352,20.19460298,16.02323456,13.85330956,13.38532318,18.40872778,9.73809226,15.68825031,14.29490788,16.90829879,15.70184791,12.95128471
61,C61,21.59541965,21.78425011,23.6627563,25.01553581,20.05107425,22.42347544,21.76314992,22.33816476,15.34134753,20.71421442,26.60526543,18.61758609,18.60105778,19.43806249,20.93444166,16.68417537,17.16484986,24.942534,22.70432219,20.68608591,20.73935268,27.99932909,21.57613835,22.46562429,22.473708,24.89282034,14.6765811,13.63946372,21.84318107,18.73517379,15.74745491,15.88974216,18.09400651,20.5789462,21.03075203,19.2658964,19.1863447,16.90614642,19.65666312,15.07431308,19.88809343,23.13793001,21.61587092,12.27355392,20.11074784,17.7500335,17.96417426,21.00547767,19.40661352,21.58189314,22.05453131,13.26841494,14.71505822,14.16898863,17.78375172,19.64954482,18.48140425,15.48368777,17.60964742,15.0006405,14.62848118,17.05472302,23.3095972,17.40972584,22.75664562,17.92981548,14.32958479,23.87133738,22.15139698,13.97436277,20.81862237,20.65865705,22.09390617,28.85721282,19.04438844,20.87319194,26.00372008,21.37725261,15.8090285,15.96858259,15.98839982,21.61188934,16.60615704,22.07492261,14.62339604,29.64024864,18.28109692,19.53780327,17.07651378,23.72391241,21.24719444,18.31486846,18.72696033,15.2758691,15.74764898,22.88573477,16.70644502,22.46886224,17.87989915,18.95949303,20.83697436,15.60271328,18.53872199,18.35587904,15.51010777,19.46418242,19.37595466,18.13517131,4.033418708,16.31441056,15.23344869,17.20418902,17.91415152,13.5863707,17.87267488,22.15499112,13.14370208,18.47753694,18.93732784,12.8317031,13.87267488,17.61683598,14.23631323,21.60964047,20.04259988,14.4252159,14.7986743,14.84842733,10.33315535,13.80372753,13.55074679,15.09918341,13.4252159,16.44637255,12.69913863,10.81378119,17.53563989,14.95219522,25.26785196,21.48738472,17.29670116,14.02756048,14.40540742,18.26040503,10.73978061,15.04046097,16.77313921,16.53107681,15.62684976,12.66400276
62,C62,20.88140819,22.01261406,23.27115526,26.54976685,19.67796293,22.39423382,21.4807284,21.98788037,18.64518799,22.85406896,25.71550514,22.60547531,19.26789409,24.82136866,21.69559394,17.96358848,17.15178756,25.16302169,20.37322591,20.26648153,21.11542857,28.73553291,22.99188999,22.8625196,19.98813907,24.72963229,16.93369049,14.95455814,20.69859345,20.23926247,17.45447264,19.28019319,18.25229036,20.93605851,21.31305513,19.22490045,20.96717896,20.40504927,22.63303103,16.72098925,19.96549932,23.95951121,20.57944659,18.28039369,21.74198921,20.97807095,19.40118446,22.16864306,21.12226582,22.03999558,23.42309598,20.23488211,19.42163284,14.26372772,18.41486938,18.43712408,14.63763891,20.92642816,18.60400285,21.74773153,19.52457737,22.28115094,22.2278377,12.97044868,24.73473626,18.87502675,13.74004729,21.2654796,21.72060241,17.77077772,21.63384226,21.11711373,23.41814577,30.62379497,19.40837444,20.84341206,26.99045892,21.78166151,21.16721619,20.79131338,16.77806852,22.19737286,15.26544353,22.59366638,18.77841776,31.30807184,17.30665428,21.12585201,19.67873554,25.020477,21.61005993,21.55860682,20.59010727,15.63326953,16.03924203,26.55677271,15.27288122,23.67123822,18.02945586,18.52961765,19.61176726,18.26982294,18.48978644,17.65743193,15.45917529,20.01919001,18.81445986,21.6398653,13.1676216,16.64906755,13.46375941,19.32333629,19.52993377,14.77313921,17.43338983,22.22435032,14.16741815,19.60240891,18.10533564,12.04984855,11.76487159,15.24004595,12.56033283,20.47753694,19.94592386,14.03617361,14.22881869,15.39204904,10.86882255,14.50804233,15.28048081,14.41204051,13.03101191,16.08472536,11.78953364,8.45532722,18.64174132,16.54170165,24.49228352,21.48246923,17.16545663,13.62113611,14.89652162,17.3836368,8.702719298,14.33035672,19.06644662,15.89888476,15.11958962,11.8917837
63,C63,21.76922288,22.23235348,23.21539092,26.15588005,20.1947377,22.5443816,22.28183977,22.28249697,17.95681283,22.2656033,26.34752981,18.67350034,19.10394137,22.86081826,21.38718938,17.82317691,18.32900335,25.24307734,20.59116207,20.88963965,20.70653565,29.39190843,22.94676586,22.64589297,21.54423422,24.83835202,16.34567183,14.0685062,21.4482807,18.21474215,15.63575235,17.40853879,18.91257726,20.70822072,19.63923449,18.77662812,18.14715261,16.96997559,20.57476912,12.78925117,19.70381141,24.01241726,20.85431545,14.67529707,19.26997501,16.96037476,17.9617416,18.15087898,18.17068392,22.77986386,23.34733945,12.46498397,14.62154899,16.24742851,16.34061126,19.64759286,18.08523582,14.97865929,16.60254306,18.7899923,15.06892096,18.03044379,23.33418403,17.50806808,22.53481258,16.44300596,13.76658018,24.7932748,22.15416342,13.99484003,18.6726437,12.85714339,24.05383502,28.48818058,20.28243929,22.00384851,27.15041553,22.18949661,24.37687792,18.54328634,18.57105844,21.73665922,16.7683602,23.29893146,14.92356922,29.24381456,10.90617721,20.40749722,15.09779968,24.9612149,21.86427759,19.17427018,17.6086722,15.82926608,15.8284301,23.0308206,12.68775469,23.91016258,18.32077287,18.47196831,20.15173345,17.42108853,18.66726996,20.53425262,15.5763649,17.89964271,19.91564893,18.92684238,17.4351279,17.21283722,17.39379027,16.4767462,16.70725127,12.76279726,17.40872778,20.80341222,11.17990909,18.40041251,17.99369028,11.94763694,12.60269887,15.94535238,12.53381639,20.78755827,19.08472536,13.35810171,13.48934624,14.22128502,7.178823292,13.51422091,13.77313921,13.90124403,11.70130646,16.08056773,11.16741815,8.139551352,16.49404303,14.747144,23.49228352,20.29893963,16.12363645,12.97656412,13.22580994,17.76020015,9.837627933,15.21750338,14.41204051,16.32157583,15.14768193,12.5674808
